pass_1,pass_2,numOfFlights,From,To
515,578,4,2017-01-02,2017-02-15
776,796,4,2017-01-02,2017-02-15
839,850,4,2017-01-02,2017-02-16
903,948,4,2017-01-02,2017-03-23
315,1029,4,2017-01-03,2017-01-12
315,385,4,2017-01-03,2017-01-12
330,341,4,2017-01-03,2017-01-12
334,378,4,2017-01-03,2017-01-12
1238,1254,4,2017-01-03,2017-01-25
1440,1449,4,2017-01-04,2017-02-17
766,1001,4,2017-01-04,2017-01-17
324,739,4,2017-01-04,2017-01-17
355,701,4,2017-01-04,2017-01-17
1635,1652,4,2017-01-07,2017-01-24
1830,1868,4,2017-01-08,2017-02-27
366,762,4,2017-01-04,2017-01-17
355,760,4,2017-01-04,2017-01-17
350,1254,4,2017-01-05,2017-02-26
1778,1800,4,2017-01-08,2017-02-18
1875,1892,4,2017-01-08,2017-03-19
1971,1992,4,2017-01-08,2017-02-06
1915,2000,4,2017-01-08,2017-03-03
2021,2036,4,2017-01-09,2017-02-27
2162,2189,4,2017-01-09,2017-01-17
2103,2177,4,2017-01-09,2017-02-15
2114,2190,4,2017-01-09,2017-01-17
2145,2148,4,2017-01-09,2017-01-17
2235,2271,4,2017-01-09,2017-02-13
2260,2271,4,2017-01-09,2017-02-13
2478,2492,4,2017-01-09,2017-02-13
111,2033,4,2017-01-10,2017-03-30
2503,2551,4,2017-01-10,2017-01-31
2720,2790,4,2017-01-10,2017-03-20
2813,2833,4,2017-01-10,2017-02-26
2934,2954,4,2017-01-10,2017-03-20
3109,3186,4,2017-01-11,2017-01-21
293,3192,4,2017-01-13,2017-01-24
3411,3483,4,2017-01-13,2017-01-29
1066,1506,4,2017-01-13,2017-02-03
1024,2663,4,2017-01-13,2017-02-23
364,3440,4,2017-01-17,2017-01-31
3717,3794,4,2017-01-19,2017-02-19
3831,3858,4,2017-01-19,2017-02-18
289,679,4,2017-01-20,2017-01-31
1427,1868,4,2017-01-20,2017-02-28
1405,2742,4,2017-01-20,2017-03-09
1828,2773,4,2017-01-20,2017-02-28
443,2576,4,2017-01-21,2017-02-03
2573,3180,4,2017-01-21,2017-02-03
606,2510,4,2017-01-21,2017-02-03
610,2600,4,2017-01-21,2017-02-03
610,2573,4,2017-01-21,2017-02-03
610,2570,4,2017-01-21,2017-02-03
1211,2689,4,2017-01-22,2017-02-10
2240,3532,4,2017-01-22,2017-02-17
2245,3548,4,2017-01-22,2017-02-17
1250,2400,4,2017-01-22,2017-03-10
4204,4237,4,2017-01-22,2017-03-21
4234,4243,4,2017-01-22,2017-03-17
1598,2573,4,2017-01-26,2017-02-11
2272,3560,4,2017-01-28,2017-03-28
2284,3540,4,2017-01-28,2017-02-21
2335,3624,4,2017-01-29,2017-02-21
2303,2484,4,2017-01-29,2017-04-05
4032,4394,4,2017-01-31,2017-04-18
4671,4673,4,2017-02-02,2017-02-27
64,2786,4,2017-02-02,2017-04-24
1351,1813,4,2017-02-04,2017-02-25
910,1813,4,2017-02-04,2017-02-25
4774,4775,4,2017-02-06,2017-04-30
119,2486,4,2017-02-06,2017-03-11
2457,3677,4,2017-02-06,2017-03-11
5015,5095,4,2017-02-12,2017-05-11
2075,2281,4,2017-02-13,2017-04-10
1330,2924,4,2017-02-13,2017-02-23
941,2325,4,2017-02-13,2017-02-23
1321,2427,4,2017-02-13,2017-02-23
839,5180,4,2017-02-16,2017-03-21
5458,5491,4,2017-02-17,2017-03-03
5401,5406,4,2017-02-17,2017-03-03
1476,4641,4,2017-02-19,2017-03-20
3380,5120,4,2017-02-19,2017-04-12
5626,5656,4,2017-02-22,2017-03-10
4353,5402,4,2017-02-22,2017-03-10
1818,5406,4,2017-02-22,2017-03-10
774,3266,4,2017-02-22,2017-05-04
940,1771,4,2017-02-23,2017-04-01
5076,5333,4,2017-02-24,2017-04-10
5711,5761,4,2017-02-24,2017-03-24
708,2612,4,2017-02-26,2017-04-13
4845,5331,4,2017-02-27,2017-03-31
1828,4927,4,2017-02-27,2017-03-14
1293,4946,4,2017-02-28,2017-04-02
3782,5892,4,2017-03-03,2017-04-28
5948,5992,4,2017-03-05,2017-03-30
652,5133,4,2017-03-05,2017-04-10
2111,5885,4,2017-03-05,2017-04-10
6060,6093,4,2017-03-05,2017-04-15
6012,6065,4,2017-03-05,2017-04-02
6322,6338,4,2017-03-09,2017-05-15
2681,3981,4,2017-03-09,2017-05-04
975,6054,4,2017-03-10,2017-04-17
1692,5467,4,2017-03-13,2017-03-20
3404,6027,4,2017-03-13,2017-03-20
2509,3492,4,2017-03-13,2017-03-20
147,1801,4,2017-03-16,2017-04-13
5055,5367,4,2017-03-16,2017-04-05
3184,4646,4,2017-03-16,2017-04-05
3940,4292,4,2017-03-16,2017-04-13
7105,7122,4,2017-03-17,2017-04-21
7306,7326,4,2017-03-17,2017-04-30
7410,7454,4,2017-03-17,2017-04-29
207,2935,4,2017-03-19,2017-04-29
7876,7885,4,2017-03-24,2017-04-28
3587,7327,4,2017-03-25,2017-05-02
956,7535,4,2017-03-27,2017-04-26
2182,5310,4,2017-03-27,2017-04-23
2869,3801,4,2017-03-30,2017-04-28
2501,2645,4,2017-03-30,2017-04-16
7331,8326,4,2017-04-05,2017-04-17
235,4213,4,2017-04-06,2017-04-29
2453,3806,4,2017-04-06,2017-04-29
4076,6776,4,2017-04-07,2017-05-22
3188,4321,4,2017-04-08,2017-05-12
1691,5318,4,2017-04-08,2017-04-24
2100,2601,4,2017-04-08,2017-05-20
2446,3312,4,2017-04-08,2017-04-26
507,7638,4,2017-04-08,2017-05-21
1005,3873,4,2017-04-11,2017-05-15
4916,5059,4,2017-04-11,2017-04-29
1436,5073,4,2017-04-11,2017-04-20
5015,7476,4,2017-04-13,2017-04-21
6974,7439,4,2017-04-13,2017-04-21
6071,6870,4,2017-04-13,2017-05-03
324,6855,4,2017-04-13,2017-05-03
5798,6847,4,2017-04-13,2017-05-03
2734,6839,4,2017-04-13,2017-05-03
6008,6855,4,2017-04-13,2017-05-03
5954,6809,4,2017-04-13,2017-05-03
6469,6874,4,2017-04-13,2017-05-03
6469,6866,4,2017-04-13,2017-05-03
5734,6855,4,2017-04-13,2017-05-03
4481,6869,4,2017-04-13,2017-05-03
5731,6003,4,2017-04-15,2017-05-10
368,469,4,2017-04-16,2017-05-15
3093,8297,4,2017-04-17,2017-05-06
3590,4798,4,2017-04-17,2017-05-06
979,6718,4,2017-04-18,2017-05-15
772,4669,4,2017-04-20,2017-05-22
1646,3169,4,2017-04-20,2017-05-06
4199,5318,4,2017-04-21,2017-05-27
3849,5978,4,2017-04-21,2017-05-09
1223,4514,4,2017-04-21,2017-05-14
3295,4389,4,2017-04-22,2017-05-12
8200,8609,4,2017-04-24,2017-05-17
9042,9076,4,2017-04-26,2017-05-12
4036,4719,4,2017-04-26,2017-05-16
2612,8591,4,2017-04-27,2017-05-29
2589,5731,4,2017-04-30,2017-05-22
9245,9266,4,2017-05-01,2017-05-20
5590,6052,4,2017-05-01,2017-05-19
1544,7068,4,2017-05-01,2017-05-20
9340,9367,4,2017-05-03,2017-05-21
5808,6102,4,2017-05-05,2017-05-26
3859,8979,4,2017-05-07,2017-05-22
1095,3275,4,2017-05-07,2017-05-24
3755,4546,4,2017-05-11,2017-05-19
135,9266,4,2017-05-13,2017-05-27
1386,7661,4,2017-05-15,2017-05-27
5490,7662,4,2017-05-17,2017-05-30
620,631,4,2017-01-02,2017-02-06
602,679,4,2017-01-02,2017-01-29
777,798,4,2017-01-02,2017-02-15
776,798,4,2017-01-02,2017-02-15
725,745,4,2017-01-02,2017-02-15
850,868,4,2017-01-02,2017-02-16
859,895,4,2017-01-02,2017-02-16
1042,1092,4,2017-01-02,2017-01-22
330,1095,4,2017-01-03,2017-01-12
360,1043,4,2017-01-03,2017-01-12
355,376,4,2017-01-03,2017-01-12
771,1029,4,2017-01-04,2017-01-17
1942,1971,4,2017-01-08,2017-02-06
1903,1957,4,2017-01-08,2017-02-06
2135,2165,4,2017-01-09,2017-01-17
305,1023,4,2017-01-03,2017-01-12
1957,1970,4,2017-01-08,2017-02-06
1903,1992,4,2017-01-08,2017-02-06
2115,2165,4,2017-01-09,2017-01-17
2115,2126,4,2017-01-09,2017-01-17
2120,2142,4,2017-01-09,2017-01-17
2150,2172,4,2017-01-09,2017-02-17
2126,2182,4,2017-01-09,2017-01-17
2155,2168,4,2017-01-09,2017-01-17
2116,2154,4,2017-01-09,2017-01-17
2129,2182,4,2017-01-09,2017-01-17
2141,2182,4,2017-01-09,2017-01-17
2107,2145,4,2017-01-09,2017-01-17
2216,2237,4,2017-01-09,2017-02-28
2406,2492,4,2017-01-09,2017-02-13
2436,2464,4,2017-01-09,2017-02-13
2457,2474,4,2017-01-09,2017-03-05
135,2320,4,2017-01-10,2017-03-24
6,2392,4,2017-01-10,2017-03-07
2910,2985,4,2017-01-10,2017-02-21
3011,3019,4,2017-01-10,2017-01-24
3117,3157,4,2017-01-11,2017-01-24
232,3173,4,2017-01-13,2017-04-24
3440,3476,4,2017-01-13,2017-01-29
618,3108,4,2017-01-15,2017-02-19
2110,3176,4,2017-01-15,2017-04-05
3636,3699,4,2017-01-15,2017-05-22
3748,3794,4,2017-01-19,2017-03-03
3727,3733,4,2017-01-19,2017-05-11
3717,3719,4,2017-01-19,2017-02-19
4069,4075,4,2017-01-20,2017-02-10
4007,4051,4,2017-01-20,2017-02-10
603,3198,4,2017-01-20,2017-01-31
1884,2767,4,2017-01-20,2017-02-28
610,1645,4,2017-01-21,2017-02-03
1645,2600,4,2017-01-21,2017-02-03
1645,2586,4,2017-01-21,2017-02-03
358,692,4,2017-01-21,2017-02-20
333,3966,4,2017-01-22,2017-02-27
1024,3932,4,2017-01-22,2017-04-06
2017,2329,4,2017-01-22,2017-02-15
1288,3077,4,2017-01-22,2017-02-20
2123,3439,4,2017-01-23,2017-02-23
602,3476,4,2017-01-23,2017-03-04
986,2960,4,2017-01-24,2017-02-25
4345,4379,4,2017-01-24,2017-02-20
930,1391,4,2017-01-25,2017-02-10
868,3791,4,2017-01-27,2017-03-01
2222,3589,4,2017-01-28,2017-02-21
4449,4484,4,2017-01-29,2017-02-26
4417,4493,4,2017-01-29,2017-02-26
4477,4487,4,2017-01-29,2017-03-26
4403,4425,4,2017-01-29,2017-02-17
2430,3657,4,2017-01-29,2017-03-28
2437,3648,4,2017-01-29,2017-02-21
4516,4595,4,2017-01-29,2017-02-18
4071,4329,4,2017-01-31,2017-02-25
421,455,4,2017-02-01,2017-03-11
627,2504,4,2017-02-01,2017-03-13
1248,1464,4,2017-02-02,2017-02-10
204,2783,4,2017-02-02,2017-02-10
2759,2857,4,2017-02-02,2017-02-10
1465,1818,4,2017-02-02,2017-02-10
2802,2912,4,2017-02-04,2017-02-25
1369,2511,4,2017-02-04,2017-04-15
4843,4846,4,2017-02-08,2017-04-21
4843,4872,4,2017-02-08,2017-04-21
3535,3682,4,2017-02-13,2017-04-10
2260,2328,4,2017-02-13,2017-04-10
5329,5347,4,2017-02-13,2017-03-25
5323,5329,4,2017-02-13,2017-03-25
3554,3603,4,2017-02-13,2017-02-26
920,1313,4,2017-02-13,2017-02-23
1347,2405,4,2017-02-13,2017-02-26
4546,5370,4,2017-02-14,2017-05-17
4511,5336,4,2017-02-15,2017-04-24
1025,3486,4,2017-02-17,2017-04-10
202,337,4,2017-02-17,2017-04-14
5448,5464,4,2017-02-17,2017-03-03
5494,5496,4,2017-02-17,2017-03-03
5408,5436,4,2017-02-17,2017-03-03
5410,5494,4,2017-02-17,2017-03-03
5459,5466,4,2017-02-17,2017-03-03
1453,3815,4,2017-02-18,2017-04-21
2754,4084,4,2017-02-20,2017-03-19
4353,5467,4,2017-02-22,2017-03-10
4091,5122,4,2017-02-22,2017-03-17
5704,5799,4,2017-02-24,2017-03-23
5719,5726,4,2017-02-24,2017-03-30
4671,4947,4,2017-02-27,2017-03-14
4611,4998,4,2017-02-27,2017-03-14
4690,4946,4,2017-02-27,2017-03-13
4682,4942,4,2017-02-27,2017-03-13
2220,4454,4,2017-02-27,2017-05-22
3264,5858,4,2017-03-03,2017-04-28
419,3415,4,2017-03-03,2017-03-25
1513,2068,4,2017-03-03,2017-04-26
1261,3493,4,2017-03-03,2017-03-25
374,5143,4,2017-03-03,2017-03-25
291,2131,4,2017-03-05,2017-04-10
6030,6061,4,2017-03-05,2017-04-15
6010,6065,4,2017-03-05,2017-04-02
1976,5041,4,2017-03-06,2017-05-04
4752,5216,4,2017-03-10,2017-04-22
4927,5419,4,2017-03-11,2017-05-13
1643,6027,4,2017-03-13,2017-03-20
1046,3527,4,2017-03-13,2017-03-20
443,5422,4,2017-03-13,2017-03-20
391,5434,4,2017-03-13,2017-03-20
2544,6027,4,2017-03-13,2017-03-20
3963,4552,4,2017-03-13,2017-03-20
4346,4903,4,2017-03-13,2017-03-20
6501,6530,4,2017-03-13,2017-04-21
6849,6879,4,2017-03-15,2017-04-30
5367,5455,4,2017-03-16,2017-04-05
3492,4285,4,2017-03-16,2017-04-13
631,5460,4,2017-03-16,2017-04-12
7547,7569,4,2017-03-17,2017-05-27
1272,5738,4,2017-03-18,2017-04-13
5529,6777,4,2017-03-19,2017-04-24
2523,2645,4,2017-03-20,2017-04-13
1963,5310,4,2017-03-27,2017-04-23
652,1430,4,2017-03-27,2017-05-25
3943,5307,4,2017-03-29,2017-05-22
8343,8386,4,2017-04-03,2017-04-16
3511,7886,4,2017-04-07,2017-05-27
1265,1638,4,2017-04-08,2017-04-24
187,4761,4,2017-04-08,2017-04-26
4716,7671,4,2017-04-08,2017-04-24
3589,6556,4,2017-04-10,2017-05-27
2101,6572,4,2017-04-10,2017-04-29
809,917,4,2017-04-10,2017-05-23
866,2758,4,2017-04-10,2017-05-10
4387,4536,4,2017-04-11,2017-04-29
22,3463,4,2017-04-11,2017-04-29
5074,6975,4,2017-04-13,2017-04-21
5993,6870,4,2017-04-13,2017-05-03
1817,6063,4,2017-04-13,2017-05-03
1817,6889,4,2017-04-13,2017-05-03
1619,4412,4,2017-04-13,2017-05-03
1619,6897,4,2017-04-13,2017-05-03
997,4990,4,2017-04-13,2017-05-03
4373,6829,4,2017-04-13,2017-05-03
950,6063,4,2017-04-13,2017-05-03
6001,6896,4,2017-04-13,2017-05-03
438,6858,4,2017-04-13,2017-05-03
438,6039,4,2017-04-13,2017-05-03
959,6064,4,2017-04-13,2017-05-03
5440,6839,4,2017-04-13,2017-05-03
6077,6847,4,2017-04-13,2017-05-03
6008,6864,4,2017-04-13,2017-05-03
6017,6839,4,2017-04-13,2017-05-03
6039,6836,4,2017-04-13,2017-05-03
4990,5993,4,2017-04-13,2017-05-03
6049,6858,4,2017-04-13,2017-05-03
5734,6866,4,2017-04-13,2017-05-03
5734,6829,4,2017-04-13,2017-05-03
6047,6870,4,2017-04-13,2017-05-03
4412,6878,4,2017-04-13,2017-05-03
975,7770,4,2017-04-17,2017-05-06
3292,7606,4,2017-04-20,2017-05-06
8945,8987,4,2017-04-21,2017-05-07
3762,4404,4,2017-04-21,2017-05-14
2285,7110,4,2017-04-21,2017-05-09
1221,3527,4,2017-04-22,2017-05-12
1075,4126,4,2017-04-22,2017-05-12
8110,8686,4,2017-04-24,2017-05-12
3883,5876,4,2017-04-25,2017-05-10
6322,6507,4,2017-04-25,2017-05-15
5695,5876,4,2017-04-25,2017-05-10
6365,6584,4,2017-04-25,2017-05-15
3246,5265,4,2017-04-26,2017-05-23
1632,3657,4,2017-04-26,2017-05-16
467,2660,4,2017-04-29,2017-05-16
815,4105,4,2017-04-29,2017-05-20
2660,4398,4,2017-04-29,2017-05-16
760,6968,4,2017-04-29,2017-05-16
3483,3607,4,2017-04-29,2017-05-26
5043,9064,4,2017-04-30,2017-05-29
3177,8007,4,2017-05-01,2017-05-19
5819,6447,4,2017-05-01,2017-05-19
1789,8089,4,2017-05-01,2017-05-19
2124,7001,4,2017-05-01,2017-05-16
9337,9350,4,2017-05-03,2017-05-29
9723,9764,4,2017-05-10,2017-05-27
1684,9513,4,2017-05-11,2017-05-18
8590,8888,4,2017-05-13,2017-05-30
10040,10046,4,2017-05-13,2017-05-29
2886,5482,4,2017-05-17,2017-05-30
7605,8093,4,2017-05-17,2017-05-30
833,850,4,2017-01-02,2017-02-16
827,867,4,2017-01-02,2017-02-17
829,871,4,2017-01-02,2017-05-16
937,986,4,2017-01-02,2017-03-21
315,366,4,2017-01-03,2017-01-12
360,1007,4,2017-01-03,2017-01-12
1415,1463,4,2017-01-04,2017-02-13
1836,1877,4,2017-01-08,2017-02-13
1941,1974,4,2017-01-08,2017-02-13
1936,1964,4,2017-01-08,2017-03-03
313,1031,4,2017-01-03,2017-01-12
791,1057,4,2017-01-04,2017-01-17
730,1031,4,2017-01-04,2017-01-17
733,1031,4,2017-01-04,2017-01-17
1673,1693,4,2017-01-07,2017-02-03
1956,1973,4,2017-01-08,2017-02-13
1905,1951,4,2017-01-08,2017-02-06
2115,2181,4,2017-01-09,2017-01-17
2119,2145,4,2017-01-09,2017-01-17
2155,2188,4,2017-01-09,2017-01-17
2137,2160,4,2017-01-09,2017-01-17
2148,2165,4,2017-01-09,2017-01-17
2116,2188,4,2017-01-09,2017-01-17
2277,2285,4,2017-01-09,2017-02-10
2225,2291,4,2017-01-09,2017-02-13
2318,2363,4,2017-01-09,2017-03-05
2381,2392,4,2017-01-09,2017-03-05
2418,2419,4,2017-01-09,2017-03-05
2462,2469,4,2017-01-09,2017-02-13
2530,2569,4,2017-01-10,2017-04-21
2672,2676,4,2017-01-10,2017-03-20
2647,2691,4,2017-01-10,2017-03-24
3104,3199,4,2017-01-11,2017-01-24
208,280,4,2017-01-13,2017-02-19
692,3120,4,2017-01-13,2017-02-02
3404,3488,4,2017-01-13,2017-02-28
3632,3644,4,2017-01-15,2017-03-06
746,3444,4,2017-01-17,2017-01-31
760,3413,4,2017-01-17,2017-01-31
3703,3730,4,2017-01-19,2017-05-27
3815,3867,4,2017-01-19,2017-02-18
3968,3994,4,2017-01-19,2017-02-23
224,647,4,2017-01-20,2017-03-11
1456,1848,4,2017-01-20,2017-02-28
4157,4171,4,2017-01-20,2017-03-01
450,680,4,2017-01-21,2017-04-22
2246,3524,4,2017-01-22,2017-02-17
2220,3543,4,2017-01-22,2017-04-20
641,3479,4,2017-01-23,2017-02-23
4321,4395,4,2017-01-24,2017-05-12
4347,4370,4,2017-01-24,2017-02-13
4315,4367,4,2017-01-24,2017-03-21
1381,2997,4,2017-01-25,2017-03-30
2531,3924,4,2017-01-26,2017-02-11
4401,4414,4,2017-01-29,2017-02-26
4465,4475,4,2017-01-29,2017-02-26
4407,4496,4,2017-01-29,2017-02-17
4425,4452,4,2017-01-29,2017-02-17
4473,4499,4,2017-01-29,2017-02-17
2378,3694,4,2017-01-29,2017-04-01
2427,3681,4,2017-01-29,2017-02-21
4531,4590,4,2017-01-29,2017-02-27
4564,4569,4,2017-01-29,2017-02-27
4088,4387,4,2017-01-31,2017-02-26
4022,4340,4,2017-01-31,2017-02-25
3802,4534,4,2017-02-02,2017-03-20
437,1432,4,2017-02-02,2017-02-10
2725,3041,4,2017-02-02,2017-03-30
139,3677,4,2017-02-06,2017-03-11
1367,4090,4,2017-02-07,2017-03-13
2236,2334,4,2017-02-13,2017-02-26
955,3645,4,2017-02-13,2017-03-04
2279,2935,4,2017-02-13,2017-02-26
2334,3554,4,2017-02-13,2017-02-26
141,2223,4,2017-02-13,2017-02-26
946,1028,4,2017-02-15,2017-03-19
4544,5396,4,2017-02-15,2017-04-24
5456,5496,4,2017-02-17,2017-03-03
5463,5491,4,2017-02-17,2017-03-03
5440,5446,4,2017-02-17,2017-03-03
5432,5451,4,2017-02-17,2017-03-03
1453,5313,4,2017-02-18,2017-04-21
1911,5112,4,2017-02-19,2017-04-26
5602,5647,4,2017-02-22,2017-03-20
1976,5145,4,2017-02-22,2017-03-17
285,4020,4,2017-02-23,2017-04-10
5734,5795,4,2017-02-24,2017-03-24
2516,3924,4,2017-02-26,2017-04-08
4845,5343,4,2017-02-27,2017-03-31
1078,4690,4,2017-02-28,2017-04-15
888,5803,4,2017-03-01,2017-04-21
727,3493,4,2017-03-03,2017-03-25
3707,3912,4,2017-03-03,2017-04-08
1513,3952,4,2017-03-03,2017-04-26
1258,1513,4,2017-03-03,2017-04-26
402,2635,4,2017-03-03,2017-03-25
649,2565,4,2017-03-03,2017-04-26
2124,4315,4,2017-03-05,2017-04-16
6022,6073,4,2017-03-05,2017-04-05
6084,6093,4,2017-03-05,2017-04-15
6259,6293,4,2017-03-07,2017-05-12
6316,6363,4,2017-03-09,2017-05-13
1616,5797,4,2017-03-10,2017-03-31
3015,5912,4,2017-03-10,2017-03-31
551,5278,4,2017-03-10,2017-05-08
551,1126,4,2017-03-10,2017-05-08
4717,5232,4,2017-03-10,2017-05-08
6401,6418,4,2017-03-13,2017-04-12
1643,4903,4,2017-03-13,2017-03-20
3998,5450,4,2017-03-13,2017-03-20
1046,1586,4,2017-03-13,2017-03-20
6801,6812,4,2017-03-15,2017-04-30
3670,4205,4,2017-03-16,2017-04-05
7001,7048,4,2017-03-17,2017-05-01
7477,7486,4,2017-03-17,2017-04-29
2101,2905,4,2017-03-19,2017-04-29
7778,7798,4,2017-03-23,2017-04-11
7704,7713,4,2017-03-23,2017-04-07
1250,5777,4,2017-03-24,2017-05-12
1994,5092,4,2017-03-27,2017-04-23
3794,5842,4,2017-04-05,2017-05-12
1389,7810,4,2017-04-07,2017-05-12
4613,4897,4,2017-04-08,2017-04-24
2543,4897,4,2017-04-08,2017-04-24
2100,5962,4,2017-04-08,2017-05-20
1767,4435,4,2017-04-08,2017-04-24
157,5962,4,2017-04-08,2017-05-20
4473,7616,4,2017-04-08,2017-04-24
1554,1774,4,2017-04-10,2017-04-29
942,7470,4,2017-04-13,2017-05-16
5993,6898,4,2017-04-13,2017-05-03
5798,6817,4,2017-04-13,2017-05-03
1619,6825,4,2017-04-13,2017-05-03
6408,6885,4,2017-04-13,2017-05-03
4674,6830,4,2017-04-13,2017-05-03
6069,6858,4,2017-04-13,2017-05-03
5500,6832,4,2017-04-13,2017-05-03
6077,6878,4,2017-04-13,2017-05-03
3576,5954,4,2017-04-13,2017-05-03
6008,6844,4,2017-04-13,2017-05-03
6469,6817,4,2017-04-13,2017-05-03
4990,5744,4,2017-04-13,2017-05-03
2993,6848,4,2017-04-13,2017-05-03
6049,6898,4,2017-04-13,2017-05-03
4942,6832,4,2017-04-13,2017-05-03
1484,6802,4,2017-04-15,2017-05-13
1025,1624,4,2017-04-16,2017-05-01
2401,4669,4,2017-04-20,2017-05-22
5442,7685,4,2017-04-20,2017-05-06
606,7606,4,2017-04-20,2017-05-06
8963,8970,4,2017-04-21,2017-05-07
8936,8984,4,2017-04-21,2017-05-07
7831,8968,4,2017-04-22,2017-05-17
233,3527,4,2017-04-22,2017-05-12
9010,9091,4,2017-04-26,2017-05-10
9069,9076,4,2017-04-26,2017-05-12
1151,4893,4,2017-04-26,2017-05-24
1504,8293,4,2017-04-29,2017-05-15
1341,1504,4,2017-04-29,2017-05-15
6703,8209,4,2017-04-30,2017-05-19
3418,5411,4,2017-04-30,2017-05-19
5787,6418,4,2017-05-01,2017-05-19
7034,8146,4,2017-05-01,2017-05-20
2247,2982,4,2017-05-01,2017-05-16
5067,6783,4,2017-05-01,2017-05-15
9327,9391,4,2017-05-03,2017-05-21
2504,9944,4,2017-05-15,2017-05-25
1635,5490,4,2017-05-17,2017-05-30
3503,6418,4,2017-05-17,2017-05-30
9755,9924,4,2017-05-18,2017-05-29
605,645,4,2017-01-02,2017-01-21
725,777,4,2017-01-02,2017-02-15
845,850,4,2017-01-02,2017-02-16
1145,1196,4,2017-01-03,2017-04-01
324,1038,4,2017-01-03,2017-01-12
328,1038,4,2017-01-03,2017-01-12
1429,1470,4,2017-01-04,2017-03-20
2191,2193,4,2017-01-09,2017-02-26
2132,2151,4,2017-01-09,2017-02-19
837,881,4,2017-01-02,2017-02-16
381,772,4,2017-01-04,2017-04-20
1915,1968,4,2017-01-08,2017-03-03
1908,1982,4,2017-01-08,2017-03-05
2162,2181,4,2017-01-09,2017-01-17
2109,2189,4,2017-01-09,2017-01-17
2155,2181,4,2017-01-09,2017-01-17
2249,2290,4,2017-01-09,2017-02-13
2514,2554,4,2017-01-10,2017-02-03
3421,3476,4,2017-01-13,2017-01-29
3414,3439,4,2017-01-13,2017-01-29
3516,3550,4,2017-01-15,2017-03-21
652,2165,4,2017-01-15,2017-03-27
751,3444,4,2017-01-17,2017-01-31
3748,3754,4,2017-01-19,2017-03-03
3723,3787,4,2017-01-19,2017-02-19
3806,3824,4,2017-01-19,2017-02-18
3814,3821,4,2017-01-19,2017-03-29
3930,3974,4,2017-01-19,2017-02-03
3939,3988,4,2017-01-19,2017-02-23
4004,4027,4,2017-01-20,2017-03-03
292,3188,4,2017-01-20,2017-01-31
554,1167,4,2017-01-20,2017-03-19
1405,1891,4,2017-01-20,2017-03-09
2608,3906,4,2017-01-22,2017-02-28
673,1056,4,2017-01-23,2017-02-23
246,716,4,2017-01-23,2017-04-08
248,1293,4,2017-01-24,2017-02-28
1394,2906,4,2017-01-25,2017-02-10
1367,2969,4,2017-01-25,2017-02-10
915,2906,4,2017-01-25,2017-02-10
913,2968,4,2017-01-25,2017-02-10
4425,4473,4,2017-01-29,2017-02-17
2458,3624,4,2017-01-29,2017-02-21
130,3603,4,2017-01-29,2017-02-21
4530,4536,4,2017-01-29,2017-03-29
1602,3831,4,2017-02-02,2017-04-11
4633,4661,4,2017-02-02,2017-02-13
4630,4695,4,2017-02-02,2017-02-27
4605,4692,4,2017-02-02,2017-03-06
2758,2857,4,2017-02-02,2017-02-10
407,2776,4,2017-02-02,2017-02-10
1464,2857,4,2017-02-02,2017-02-10
184,613,4,2017-02-02,2017-03-24
1074,1464,4,2017-02-02,2017-02-10
5001,5060,4,2017-02-12,2017-03-21
2288,2404,4,2017-02-13,2017-04-10
1387,2467,4,2017-02-13,2017-02-23
977,1321,4,2017-02-13,2017-02-23
1330,2255,4,2017-02-13,2017-02-23
941,2255,4,2017-02-13,2017-02-23
1321,3678,4,2017-02-13,2017-02-23
1398,3648,4,2017-02-13,2017-02-26
1313,3639,4,2017-02-13,2017-02-23
2498,3589,4,2017-02-13,2017-04-21
141,1347,4,2017-02-13,2017-02-26
4511,5344,4,2017-02-15,2017-04-24
309,5156,4,2017-02-17,2017-03-06
778,5172,4,2017-02-17,2017-04-11
5435,5440,4,2017-02-17,2017-03-03
5464,5471,4,2017-02-17,2017-03-03
5431,5478,4,2017-02-17,2017-03-03
5419,5477,4,2017-02-17,2017-03-03
5579,5590,4,2017-02-19,2017-05-29
3077,4389,4,2017-02-20,2017-04-30
2754,4322,4,2017-02-20,2017-04-14
4044,5467,4,2017-02-22,2017-04-05
4016,5446,4,2017-02-22,2017-03-10
1903,2401,4,2017-02-22,2017-05-02
5116,5694,4,2017-02-23,2017-03-31
5734,5791,4,2017-02-24,2017-03-23
5732,5771,4,2017-02-24,2017-03-23
5706,5737,4,2017-02-24,2017-03-24
5766,5782,4,2017-02-24,2017-04-02
4665,4998,4,2017-02-27,2017-03-14
419,1077,4,2017-03-03,2017-04-26
3645,3999,4,2017-03-03,2017-04-08
1350,3999,4,2017-03-03,2017-04-08
5941,5996,4,2017-03-05,2017-03-18
5938,5950,4,2017-03-05,2017-03-30
3273,5180,4,2017-03-05,2017-04-16
1963,2131,4,2017-03-05,2017-04-10
6044,6088,4,2017-03-05,2017-04-12
6019,6035,4,2017-03-05,2017-04-13
6006,6007,4,2017-03-05,2017-04-05
6007,6079,4,2017-03-05,2017-04-05
688,3981,4,2017-03-09,2017-05-04
3015,5727,4,2017-03-10,2017-03-31
6453,6478,4,2017-03-13,2017-05-24
1692,6092,4,2017-03-13,2017-03-20
